FIRE_NAME,FIRE_YEAR,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
GRANITE,2001,614.0,E,38.85496,-114.26698,NV
WILD                     ,2001,100.0,D,39.48805555,-121.60388888,CA
LARKIN                   ,2001,400.0,E,39.48805555,-121.60388888,CA
PAYEN                    ,2001,300.0,E,38.62,-121.08611111,CA
WIN,2001,150.0,D,46.2832,-116.5843,ID
CLAY                     ,2001,535.0,E,38.285,-121.16194444,CA
BEVAN                    ,2001,500.0,E,38.54694444,-121.12305555,CA
HOOVER,2001,9300.0,G,37.6249,-119.4865,CA
WESTLAKE,2001,278.0,D,34.2186,-118.804,CA
WEST59,2001,200.0,D,47.6202,-95.9253,MN
JACKSON                  ,2001,2240.0,F,38.28694444,-120.97305555,CA
SIXTEEN                  ,2001,550.0,E,38.36,-120.99194444,CA
,2001,850.0,E,38.55,-78.555,VA
KNT GOLF C,2001,187.0,D,44.8498,-121.1512,OR
SUNNYSIDE,2001,360.0,E,44.8165,-121.2345,OR
BALD PETER,2001,1676.0,F,44.6457,-121.7012,OR
,2001,865.0,E,37.025,-78.1333,VA
,2001,112.0,D,37.17,-77.89,VA
,2001,260.0,D,37.335,-78.9267,VA
SEYLOR VAL,2001,196.0,D,48.2941,-118.2647,WA
FRANCIS L,2001,145.8,D,48.3527,-119.1961,WA
WILDAS FIR,2001,459.0,E,48.2602,-118.2164,WA
DAM TOWER,2001,3009.0,F,47.9649,-118.9678,WA
DAN CANYON,2001,1139.0,F,48.1643,-119.5931,WA
HEARD MT.,2001,1014.0,F,37.9217,-78.725,VA
CUMBOW,2001,505.0,E,43.25,-100.8338,SD
CROWEAGLE,2001,123.0,D,43.25,-100.8504,SD
CATHERINE,2001,3000.0,F,26.32,-81.5831,FL
,2001,101.0,D,36.9233,-82.2917,VA
,2001,420.0,E,37.0733,-82.17,VA
,2001,214.0,D,37.135,-82.3367,VA
,2001,200.0,D,37.1411,-81.6553,VA
,2001,133.0,D,37.1778,-81.9153,VA
,2001,498.0,E,37.2333,-82.0417,VA
,2001,191.0,D,37.2625,-82.2983,VA
,2001,280.0,D,37.2794,-82.2172,VA
,2001,233.0,D,37.2917,-82.1967,VA
,2001,288.0,D,37.3267,-82.0667,VA
,2001,200.0,D,37.3575,-82.2081,VA
,2001,110.0,D,37.385,-81.9953,VA
,2001,117.0,D,37.3856,-82.0719,VA
,2001,358.0,E,37.505,-81.9567,VA
,2001,126.0,D,37.525,-81.9783,VA
P BUTTE,2001,125.0,D,43.1514,-102.3352,SD
DISTANT,2001,1920.0,F,43.3483,-101.3007,SD
JENSEN,2001,850.0,E,43.1514,-102.3268,SD
ALLEN,2001,675.0,E,43.2769,-101.9207,SD
RUNNER,2001,100.0,D,43.0417,-102.4046,SD
ELITE SIX,2001,390.0,E,43.1222,-102.6252,SD
ALLEN 2,2001,400.0,E,43.2769,-101.9207,SD
ALLEN 3,2001,500.0,E,43.2569,-101.8907,SD
LOST DOG,2001,175.0,D,25.94797,-81.00236,FL
NADER                    ,2001,200.0,D,38.94805555,-121.34888888,CA
STRIKE 2,2001,104.8,D,26.00268,-81.10084,FL
HOPEFUL,2001,337.0,E,26.18601,-81.04986,FL
BEARISLAND,2001,24315.0,G,26.18851,-81.24764,FL
BURNS STND,2001,2528.0,F,25.84798,-81.27543,FL
GOOSE LAKE,2001,1283.0,F,48.0774,-119.3459,WA
VIRGINIA L,2001,36775.0,G,48.2749,-119.5734,WA
ROCKY ELBO,2001,264.0,D,48.3071,-118.3181,WA
ST MARY'S,2001,32960.0,G,48.3457,-119.4387,WA
VIEJAS,2001,10353.0,G,32.7792,-116.8342,CA
ELKHORN,2001,158.0,D,47.24556,-103.62172,ND
,2001,285.0,D,41.7248164,-73.4770682,CT
ELK MOUNTAIN,2001,120.0,D,34.16666666,-95.55,OK
HONOBIA NORTH EAST,2001,100.0,D,34.13333333,-94.91666666,OK
MILLERSBURG,2001,500.0,E,40.93333333,-77.61666666,PA
HOLYOKE RANGE FIRE,2001,250.0,D,42.3,-72.55,MA
WEAVER RANCH,2001,1600.0,F,40.73333333,-105.15,CO
BEAVER CREEK,2001,350.0,E,37.6,-108.41666666,CO
PX,2001,420.0,E,41.53333333,-115.88333333,NV
LOGGING,2001,350.0,E,46.91666666,-109.55,MT
NORTH 5600 COMPLEX,2001,200.0,D,34.23333333,-96.93333333,OK
DUNPHY,2001,7453.0,G,40.7,-116.46666666,NV
ANTELOPE,2001,900.0,E,39.71666666,-119.85,NV
WOLF MOUNTAIN,2001,140.0,D,34.66666666,-95.43333333,OK
MERAMAC ,2001,120.0,D,36.3,-96.61666666,OK
BUCK CREEK,2001,100.0,D,36.36666666,-96.28333333,OK
WEST PLATEAU,2001,450.0,E,37.63333333,-108.46666666,CO
KENNEDY # 2,2001,200.0,D,37.23333333,-105.01666666,CO
KENNEDY,2001,230.0,D,37.23333333,-105.01666666,CO
A-ROAD ,2001,1500.0,F,36.33333333,-94.95,OK
JOHNSON,2001,400.0,E,36.23333333,-94.98333333,OK
STEELY,2001,120.0,D,36.3,-94.9,OK
JESSIE LEE,2001,200.0,D,36.31666666,-95.03333333,OK
LIBERTY FIRE,2001,4050.0,F,35.83333333,-94.83333333,OK
N/R,2001,160.0,D,34.03333333,-94.61666666,OK
LONG CREEK,2001,200.0,D,34.85,-95.03333333,OK
SHEEP CREEK,2001,100.0,D,39.95,-106.55,CO
BEAR SPRINGS,2001,3000.0,F,37.56666666,-103.95,CO
DALE ROBINSON,2001,500.0,E,45.15153,-100.25561,SD
,2001,134.0,D,36.8117,-83.04,VA
HICKORY RU,2001,850.0,E,38.0001,-78.5581,VA
GORDON,2001,126.5,D,32.70945,-115.18551,CA
SWAWILLA B,2001,555.0,E,47.9279,-118.7828,WA
,2001,185.0,D,37.74555,-93.49472,MO
,2001,298.0,D,37.76997,-92.73832,MO
,2001,289.0,D,37.87367,-92.79008,MO
,2001,167.0,D,38.20167,-92.88883,MO
,2001,130.0,D,36.61602,-92.66997,MO
,2001,500.0,E,36.5116,-91.82732,MO
,2001,257.0,D,37.92191,-93.0084,MO
,2001,100.0,D,38.2225,-93.07115,MO
,2001,293.0,D,37.88553,-93.81794,MO
,2001,1017.0,F,38.03187,-93.84778,MO
,2001,250.0,D,36.79467,-93.35139,MO
,2001,123.0,D,38.20236,-92.90713,MO
,2001,174.0,D,38.40202,-93.22922,MO
,2001,160.0,D,36.61243,-94.12706,MO
,2001,184.0,D,38.28803,-93.82377,MO
,2001,100.0,D,37.78147,-92.53154,MO
,2001,126.0,D,37.36394,-91.05689,MO
,2001,140.0,D,38.21405,-92.83239,MO
,2001,140.0,D,29.9317,-85.3136,FL
FIREWEED,2001,300.0,E,43.87539,-100.46161,SD
SEAMANS,2001,250.0,D,43.87539,-100.46161,SD
TAR,2001,508.0,E,36.4185,-118.67104,CA
HIGHWAY,2001,4152.0,F,36.75023,-119.0865,CA
BURNT,2001,2213.0,F,36.96043,-118.6996,CA
LANDFILL,2001,3205.0,F,46.3015,-120.4189,WA
ROCK CRK,2001,1000.0,F,45.7401,-120.4328,WA
HIGH BRIDG,2001,1544.0,F,46.106,-120.5509,WA
DUNKIN,2001,120.0,D,34.2163,-116.3291,CA
ABRAHAM,2001,547.0,E,37.78292,-80.92608,WV
WEBB,2001,1750.0,F,35.91666666,-99.11666666,OK
,2001,150.0,D,36.77,-83.0367,VA
,2001,300.0,E,36.645,-82.8633,VA
ARABIA BAY,2001,2800.0,F,31.0366,-82.7471,GA
BLOUT PASTURE,2001,3500.0,F,31.3702,-81.434,GA
MALLORY SWAMP,2001,20000.0,G,29.866666,-83.083333,FL
CAMP KLINE,2001,1000.0,F,40.933333,-78.083333,PA
UNCLE JOE'S COMMAND,2001,38100.0,G,26.8,-80.983333,FL
A-78 WILDFIRE,2001,1691.0,F,30.466666,-86.783333,FL
CROWN CITY,2001,1000.0,F,38.583333,-81.25,OH
FARMLAND FIRE,2001,1100.0,F,27.833333,-81.933333,FL
OKEELANTA,2001,7500.0,G,28.4954,-81.4331,FL
,2001,391.0,E,20.8371391,-156.6365967,HI
,2001,100.0,D,21.4374065,-157.9906158,HI
,2001,100.0,D,21.5652008,-158.115799,HI
,2001,700.0,E,21.4625301,-158.1657257,HI
PORT FIRE,2001,5000.0,G,45.916666,-119.283333,OR
,2001,500.0,E,22.1274509,-159.3252258,HI
ASH CREEK,2001,480.0,E,31.817,-109.4635,AZ
NORTH STAR,2001,400.0,E,32.0922,-110.4283,AZ
VISTA,2001,200.0,D,32.7777,-111.7497,AZ
PIETY,2001,320.0,E,32.3335,-110.5448,AZ
WHITEWATER,2001,160.0,D,31.6514,-109.8009,AZ
BOZARTH,2001,560.0,E,34.7786,-112.4891,AZ
O'REAR COMPLEX FIRE,2001,12368.0,G,34.78451676,-100.45047429,TX
CHERRY,2001,170.0,D,33.6728,-112.497,AZ
BIG SPRINGS,2001,100.0,D,34.9365,-112.5317,AZ
WENDEN COMPLEX,2001,943.0,E,32.2856,-113.4847,AZ
CR 222 FIRE,2001,20263.0,G,33.23856085,-99.39482585,TX
RECHE                    ,2001,1798.0,F,33.99694444,-117.14694444,CA
CAJALCO FIRE             ,2001,226.0,D,33.865,-117.37388888,CA
,2001,105.0,D,22.1323395,-159.3254242,HI
RAMSEY,2001,2730.0,F,39.9653,-74.3118,PA
CARTER LAKE,2001,1216.0,F,40.283333,-105.233333,CO
MITCHELL BRANCH,2001,2000.0,F,37.622,-82.1632,WV
,2001,200.0,D,35.96275,-93.50553,AR
,2001,320.0,E,35.90293,-93.76058,AR
,2001,456.0,E,35.76547,-91.90498,AR
,2001,400.0,E,36.20095,-92.58455,AR
BIG PRARIE,2001,160.0,D,36.5695,-96.5622,OK
NAVAL RES.,2001,500.0,E,36.4823,-96.482,OK
OSAGE,2001,150.0,D,36.3037,-96.4161,OK
BUCK CREEK,2001,2300.0,F,36.3198,-96.3236,OK
BOSTON SO.,2001,1754.0,F,36.3437,-96.487,OK
JACKSON CREEK,2001,120.0,D,45.7368,-110.8702,MT
,2001,150.0,D,45.9891,-111.6824,MT
LOWER FAWN CREEK COMPLEX,2001,185.0,D,47.2354,-113.5829,MT
FLAT TIRE FIRE,2001,400.0,E,45.7447,-109.7706,MT
SVENSON FIRE,2001,1528.0,F,45.8359,-109.5351,MT
BARNUM CREEK,2001,325.0,E,48.1172,-115.0509,MT
WERNER PEAK,2001,860.0,E,48.6533,-114.5955,MT
WILD MTN,2001,150.0,D,36.1829,-96.1,OK
FEATHER,2001,150.0,D,36.6667,-94.6002,OK
TICK,2001,220.0,D,36.8334,-94.6336,OK
OUR,2001,160.0,D,36.9167,-94.6336,OK
DRIP TORCH,2001,260.0,D,36.9001,-94.6336,OK
TRUESDALE RD.            ,2001,200.0,D,35.59388888,-120.36388888,CA
MCMILLAN                 ,2001,160.0,D,35.725,-120.38111111,CA
SILOHOLLOW,2001,190.0,D,36.2654,-94.8661,OK
OAKRIDGE,2001,100.0,D,35.717,-94.5024,OK
BULLHLWRD,2001,750.0,E,36.277,-94.8883,OK
HIGH WINDS,2001,350.0,E,36.2587,-94.818,OK
PINES,2001,120.0,D,36.2987,-94.9066,OK
INDIAN SPRINGS FIRE,2001,1000.0,F,39.705251,-77.947532,MD
WATKINS                  ,2001,1407.0,F,33.96805555,-117.32305555,CA
STATE FIRE               ,2001,155.0,D,33.50305555,-117.25,CA
SHARP,2001,7580.0,G,35.507217,-83.457391,NC
TUNNEL,2001,825.6,E,35.453697,-83.539036,NC
,2001,160.0,D,48.24342847,-95.63983661,MN
,2001,460.0,E,48.92093827,-96.65465675,MN
,2001,240.0,D,48.33750885,-95.43057532,MN
,2001,160.0,D,48.60444166,-95.86659063,MN
,2001,100.0,D,47.81652471,-95.58313326,MN
,2001,103.0,D,47.60254923,-95.16605988,MN
,2001,203.0,D,36.6047,-82.8731,VA
,2001,1283.0,F,36.6083,-82.7917,VA
,2001,236.0,D,36.6117,-83.0183,VA
WL67#2,2001,117.0,D,25.701478,-80.721628,FL
POWER HOUSE              ,2001,490.0,E,40.99305555,-121.94111111,CA
ONIONKEYBY,2001,2472.0,F,25.593298,-81.155218,FL
KEYHOLE,2001,224.0,D,25.356434,-80.738244,FL
BROADWOOD,2001,107.0,D,25.479244,-81.077473,FL
SOUTH SIXTY,2001,130.0,D,43.80339,-103.24843,SD
CATTAIL,2001,2038.0,F,25.711294,-80.54181,FL
SQUAWKCRK2,2001,4134.0,F,25.420709,-80.901494,FL
LOPEZ,2001,8427.0,G,25.506733,-80.643461,FL
LITTLECEZR,2001,11760.0,G,25.355716,-80.467001,FL
DOFPITT,2001,1329.0,F,25.736207,-80.488087,FL
MUSTANG,2001,623.0,E,25.577252,-80.592367,FL
RU#262,2001,401.3,E,44.6083,-101.5671,SD
TRENTPLACE,2001,133.9,D,44.8083,-101.8004,SD
MISSLE RD,2001,2500.0,F,43.81424,-103.20354,SD
DRY CREEK #2 (C),2001,1100.0,F,43.75818,-103.37595,SD
FARAD                    ,2001,150.0,D,39.41111111,-120.01694444,CA
VAN METERE,2001,1950.0,F,44.16137,-100.7159,SD
,2001,300.0,E,36.6183,-83.0067,VA
,2001,126.0,D,36.6417,-82.6083,VA
,2001,1200.0,F,48.54511727,-96.5209213,MN
,2001,150.0,D,36.6483,-82.8467,VA
,2001,350.0,E,48.33032527,-95.40894117,MN
,2001,200.0,D,48.3238008,-96.14191587,MN
JOE,2001,113.0,D,36.3831,-84.7149,TN
BUZZARD CK,2001,100.0,D,34.2834,-96.7169,OK
TRESSPASS,2001,618.0,E,26.3087,-81.0831,FL
PICKUP,2001,4000.0,F,26.3004,-80.7998,FL
FREEMAN                  ,2001,390.0,E,39.95111111,-122.28194444,CA
LAMBERT BR,2001,128.0,D,35.5068,-83.3274,NC
"BLACK, J",2001,125.0,D,39.64694444,-122.56,CA
BOGGS 5                  ,2001,238.0,D,39.93694444,-122.395,CA
WHEREJAMES,2001,150.4,D,46.3081,-100.5907,ND
SAN,2001,110.0,D,48.8264,-100.0335,ND
DARWIN,2001,125.0,D,48.8461,-99.9868,ND
JACK,2001,100.0,D,48.8292,-99.7674,ND
SANHILLS,2001,850.0,E,48.8419,-100.0285,ND
BIG MARY,2001,1000.0,F,48.8458,-100.0907,ND
GREENACRES,2001,300.0,E,48.8347,-99.7018,ND
LATER,2001,123.0,D,48.9047,-99.7432,ND
WEST CORNE,2001,400.0,E,48.8122,-100.0746,ND
HUTTON                   ,2001,283.0,D,41.96611111,-122.60388888,CA
FOSTER                   ,2001,200.0,D,40.36611111,-122.68111111,CA
,2001,162.0,D,37.3147,-91.72946,MO
,2001,118.0,D,37.15483,-91.35378,MO
,2001,144.0,D,37.38597,-91.61929,MO
,2001,100.0,D,37.30564,-91.20384,MO
,2001,152.0,D,38.06785,-93.58641,MO
,2001,105.0,D,45.05347272,-94.48417711,MN
VAN BUREN,2001,150.0,D,47.0281371,-92.93409282,MN
,2001,190.0,D,47.0623909,-95.92509252,MN
LAKE BOTTOM FIRE,2001,350.0,E,48.92581933,-95.90155886,MN
,2001,100.0,D,48.77736202,-95.92363007,MN
CARIBOU WMA,2001,600.0,E,48.97563189,-96.5608979,MN
QUARTZ MTN,2001,750.0,E,34.91666666,-99.33333333,OK
MILLER2,2001,170.0,D,41.60554,-87.3029,IN
RAILROAD,2001,100.0,D,44.5239,-99.75437,SD
OTA 3,2001,103.8,D,43.23013,-116.14386,ID
OTA 2,2001,127.9,D,43.23276,-116.15862,ID
OTA 1,2001,151.5,D,43.24708,-116.14957,ID
OTA 9,2001,1563.7,F,43.21876,-116.1564,ID
OTA 11,2001,388.3,E,43.13654,-116.07307,ID
OTA 10,2001,220.2,D,43.14203,-116.09944,ID
BLA,2001,108.0,D,30.25,-88.7111,MS
KAVALGA,2001,800.0,E,51.5318,-178.8026,AK
PALMER HAY,2001,240.0,D,61.4828,-149.3355,AK
SUNSET,2001,129.0,D,34.2014,-112.1185,AZ
AGUACALIEN,2001,526.0,E,33.002,-113.2377,AZ
ARLINGTON,2001,258.0,D,33.2392,-112.7793,AZ
TOWER FIRE,2001,4063.0,F,36.25521,-112.23646,AZ
SPLIT# 2,2001,350.0,E,40.48224,-109.21116,UT
SWAMP RDG.,2001,3290.0,F,36.33567,-112.32393,AZ
YUMTHESKA,2001,250.0,D,36.2482,-112.77425,AZ
CHRISTMAS,2001,250.0,D,29.075,-95.1892,TX
FB-J1,2001,100.0,D,38.98055556,-76.40277778,MD
HERRON RIV,2001,6238.2,G,63.5347,-152.1973,AK
MURRAY'S ADDITION,2001,220.0,D,45.62611111,-121.25416667,OR
LYCITE MTN,2001,529.0,E,43.4744,-107.6006,WY
RENNER DRA,2001,2974.0,F,43.9833,-108.884,WY
INDIANROCK,2001,909.0,E,32.6951,-109.2106,AZ
SAND,2001,180.0,D,41.9333,-108.9507,WY
CORA,2001,100.0,D,43.0483,-110.0246,WY
GAP,2001,300.0,E,41.0063,-109.2476,WY
JOHNSON,2001,460.0,E,41.7783,-105.3758,WY
DUCK CREEK,2001,800.0,E,41.9958,-105.4378,WY
VISTA,2001,2739.0,F,36.21468,-111.97602,AZ
S POT CREE,2001,530.0,E,40.62303,-108.95735,CO
PURGATORY1,2001,201.0,D,36.9483,-113.7158,AZ
ST GEORGE,2001,216.0,D,36.5489,-113.6788,AZ
,2001,330.0,E,44.375509,-73.843079,NY
,2001,866.0,E,41.813446,-74.280206,NY
WEST BRANCH - 11,2001,1200.0,F,33.85019998,-100.21329998,TX
WEST BRANCH - 9,2001,3250.0,F,33.50659997,-100.74079998,TX
WEST BRANCH - 6,2001,180.0,D,30.76666998,-104.01669999,TX
WEST BRANCH - 12,2001,100.0,D,31.62232998,-100.43000002,TX
WEST BRANCH - 21,2001,1100.0,F,30.63416999,-100.28329999,TX
WEST BRANCH - 5,2001,200.0,D,30.01667,-103.74999999,TX
WEST BRANCH - 4,2001,400.0,E,30.75000001,-104.11669999,TX
WEST BRANCH - 3,2001,880.0,E,30.71667001,-104.13330002,TX
WEST BRANCH - 2,2001,3390.0,F,30.65000001,-104.09999999,TX
WEST BRANCH - 1,2001,25000.0,G,30.16667002,-102.9,TX
SOUTH BRANCH - 36,2001,209.0,D,30.23333001,-97.29999999,TX
SOUTH BRANCH - 6,2001,500.0,E,27.56667,-97.24216001,TX
SOUTH BRANCH - 2,2001,100.0,D,27.39799998,-97.84449998,TX
SOUTH BRANCH - 7,2001,900.0,E,26.84966999,-97.78566999,TX
SOUTH BRANCH - 11,2001,1175.0,F,29.93783001,-98.00800002,TX
SOUTH BRANCH - 3,2001,125.0,D,30.10316997,-98.84883001,TX
SOUTH BRANCH - 4,2001,300.0,E,27.28583,-97.66734002,TX
SOUTH BRANCH - 3,2001,100.0,D,27.29632997,-97.75567001,TX
NORTH BRANCH - 3,2001,250.0,D,32.86659998,-96.7005,TX
NORTH BRANCH - 43,2001,115.0,D,31.49717001,-97.10666998,TX
NORTH BRANCH - 7,2001,110.0,D,32.6396,-98.78099999,TX
,2001,160.0,D,37.8008,-82.4647,KY
HENDERSON - 47,2001,319.0,E,31.61875,-95.93542,TX
HENDERSON - 125,2001,125.0,D,32.35208001,-95.96874999,TX
HENDERSON - 21,2001,100.0,D,32.23958001,-94.08125,TX
HENDERSON - 145,2001,300.0,E,32.04374999,-95.96042001,TX
GRAND,2001,100.0,D,36.5369,-113.7675,AZ
BEAVER RIM,2001,1927.0,F,42.6022,-108.4632,WY
SPLIT ROCK,2001,171.0,D,42.025,-105.3992,WY
OXBOW,2001,100.0,D,33.3903,-114.7077,AZ
MCFARLAND,2001,1471.0,F,44.4347,-104.7514,WY
UNITED,2001,120.0,D,34.18166667,-117.45194444,CA
DUNCAN,2001,127.0,D,34.24333333,-117.40833333,CA
DEVILS CANYON,2001,150.0,D,34.21833333,-117.33277778,CA
SHELBY,2001,720.0,E,34.2,-117.39,CA
SILENT,2001,548.0,E,33.84166667,-116.91527778,CA
BALLINGER,2001,350.0,E,33.60138889,-116.91666667,CA
TRAM,2001,300.0,E,33.83472222,-116.60194444,CA
OREGON,2001,1680.0,F,40.75,-122.96666667,CA
CEDAR CREEK,2001,239.6,D,44.14666667,-100.13833333,SD
OLIVE,2001,283.0,D,35.7552,-117.2978,CA
HAMMOCK,2001,100.0,D,33.734989,-117.30135,CA
PARK,2001,102.0,D,32.925461,-116.252481,CA
DOUBLE WINDMILL,2001,239.6,D,42.70416667,-103.63055556,NE
COOPER,2001,215.0,D,35.95083333,-82.735,NC
TOXAWAY MOUNTAIN.,2001,125.0,D,35.13333333,-82.97666667,NC
CAROLINA PINES,2001,120.0,D,34.95,-76.95166667,NC
GOODNOE,2001,11526.0,G,45.7443,-120.4395,WA
IND DAN,2001,400.0,E,48.0982,-119.8506,WA
UNION VLY,2001,4590.0,F,47.8957,-119.9948,WA
MONA CREEK,2001,100.0,D,39.82871,-111.831,UT
SILLUTUS,2001,400.0,E,45.9332,-119.3178,WA
CANDY MT,2001,750.0,E,46.2499,-119.4511,WA
MILE MARKER 12,2001,655.0,E,40.12273,-112.09139,UT
CANOE RDG,2001,700.0,E,45.8665,-119.7845,WA
HILTON,2001,390.0,E,41.261789,-120.717281,CA
DEMO,2001,614.0,E,40.31524,-120.02431,CA
LMU DEVIL,2001,4400.0,F,40.3716,-120.7794,CA
HUU FLAT,2001,308.0,E,40.2353,-124.27719,CA
ANTELOPE,2001,291.0,D,40.4732,-120.5344,CA
GAP,2001,2462.0,F,39.26888889,-120.65027778,CA
,2001,485.0,E,41.230106,-74.17908,NY
INDIAN SPRINGS,2001,1895.0,F,42.28444444,-121.33444444,OR
DARBY,2001,14280.0,G,38.13555556,-120.3675,CA
MCDONALD,2001,347.0,E,44.795,-104.2827,WY
MERINO,2001,602.0,E,43.2352,-106.6584,WY
CASPER CRE,2001,1354.0,F,43.0336,-106.5742,WY
BOHNSTEAD,2001,669.0,E,42.3552,-104.6469,WY
ROURKE,2001,453.0,E,44.465,-105.4397,WY
WIND CREEK,2001,775.0,E,43.4286,-106.0336,WY
GRAHAM,2001,107.0,D,44.3894,-104.7311,WY
THUNDER CH,2001,5207.0,G,44.9455,-106.9801,WY
CEDAR DRAW,2001,176.0,D,44.4991,-105.4408,WY
TIE BRIDGE,2001,140.0,D,42.9708,-106.6564,WY
SMITH CANY,2001,164.0,D,42.9636,-106.9206,WY
CHOCTAW,2001,601.0,E,35.4666,-118.8343,CA
MELODY,2001,111.0,D,35.2883,-119.6382,CA
RIDGE,2001,516.0,E,35.2883,-119.4951,CA
LAKE,2001,550.0,E,38.2108,-120.7905,CA
COULTERVILLE,2001,102.0,D,37.776539,-120.1758,CA
LEONARD,2001,6800.0,G,38.2252,-120.6805,CA
CREEK,2001,11185.0,G,37.7463,-120.2513,CA
PONDEROSA,2001,2688.0,F,39.0632,-120.8266,CA
ERSKINE,2001,210.0,D,35.6238,-118.457,CA
GLASS MINE FIRE,2001,915.0,E,34.65,-83.96666667,GA
NORTH FORK,2001,4132.0,F,37.25111111,-119.50111111,CA
DOME PEAK,2001,2455.0,F,46.57444444,-121.11472222,WA
OROSCO,2001,813.0,E,33.10138889,-116.88583333,CA
SLOAN,2001,2500.0,F,34.49222222,-118.65305556,CA
BOUQUET,2001,112.0,D,34.45305556,-118.48,CA
BIRCH,2001,2681.0,F,39.7625,-111.83722222,UT
MOLLIE,2001,8021.0,G,40.00722222,-111.72972222,UT
NEBO CREEK,2001,4378.0,F,39.875,-111.56666667,UT
MOORE,2001,600.0,E,38.46722222,-120.26666667,CA
,2001,266.0,D,43.307875,-74.208796,NY
,2001,550.0,E,41.683845,-73.573712,NY
HUCHELBERRY FIRE,2001,240.0,D,41.633741,-73.990357,NY
BROOKMAN,2001,102.0,D,48.3817,-105.3986,MT
WESTHWY250,2001,105.0,D,48.3672,-105.5936,MT
WOLFCREEK2,2001,107.5,D,48.1595,-105.7328,MT
SMALL,2001,746.0,E,45.4136,-106.9923,MT
SPISTOLS,2001,200.0,D,45.5472,-106.4672,MT
,2001,155.0,D,35.42999002,-101.0103,TX
DUMP                     ,2001,115.0,D,38.25,-122.51305555,CA
CLAYTON                  ,2001,176.0,D,38.67111111,-122.65888888,CA
LITTLE,2001,430.0,E,44.49177,-110.89561,WY
LITTLE JOE,2001,110.0,D,44.49177,-110.89561,WY
STONE,2001,130.0,D,44.59313,-110.28941,WY
SULPHUR,2001,3750.0,F,44.63885,-110.41368,WY
ARTHUR,2001,2850.0,F,44.44959,-110.10389,WY
BECREEK,2001,118.0,D,48.275,-109.9063,MT
CROWHEART,2001,450.0,E,43.3705,-109.2385,WY
FLAT                     ,2001,300.0,E,40.20805555,-124.28,CA
SPOOK,2001,160.0,D,39.6664,-95.9928,KS
KICK,2001,160.0,D,39.9858,-95.9319,KS
POO,2001,220.0,D,39.9997,-95.9319,KS
LANGSTON,2001,610.0,E,37.43222,-113.12277,UT
WYNOPITS,2001,595.0,E,37.32694,-112.94972,UT
COBBCREEK,2001,120.0,D,35.138,-98.4194,OK
EAGLE II,2001,100.0,D,35.9998,-98.9854,OK
ASSIST#1,2001,160.0,D,35.8145,-98.5834,OK
GEARY,2001,256.0,D,35.9584,-98.6256,OK
VANDER-BOWEN             ,2001,596.0,E,35.92805555,-118.93805555,CA
STATE OF CA #35          ,2001,105.0,D,36.49388888,-119.24194444,CA
STATE OF CAL #11         ,2001,128.0,D,35.79694444,-119.36611111,CA
PAWNEE#1,2001,200.0,D,36.4323,-97.8306,OK
LIGHTENING,2001,350.0,E,48.0667,-108.434,MT
CHILOCO,2001,810.0,E,36.9997,-97.6687,OK
VALLEY E&W,2001,150.0,D,48.4667,-108.5674,MT
RIDGE                    ,2001,610.0,E,39.75111111,-123.33194444,CA
BRUNS                    ,2001,200.0,D,37.78805555,-121.76111111,CA
FLAT ROCK,2001,1470.0,F,35.96362,-92.91743,AR
CORRAL CRK,2001,408.0,E,45.0355,-107.0506,MT
STUBBLE,2001,100.0,D,45.3805,-108.584,MT
WESTROTTEN,2001,150.0,D,45.4,-107.7007,MT
LITTLEFING,2001,150.0,D,45.1833,-108.1173,MT
ROSEBUD,2001,100.0,D,45.2,-107.0506,MT
HAROLD GOOD,2001,200.0,D,43.28042,-101.48369,SD
ESCOTT,2001,200.0,D,45.23463,-102.19081,SD
VONNIE FOSTER,2001,125.0,D,45.24913,-102.23179,SD
BEAR BUTTE FARMS-2001,2001,100.0,D,44.55369,-103.0138,SD
SOUTHERLAND SPRING,2001,250.0,D,43.51032,-103.39387,SD
RITTER,2001,400.0,E,45.27191,-100.19634,SD
LEMON BUTTE,2001,3500.0,F,45.01671,-102.37991,SD
DAN PARKER,2001,200.0,D,44.96654,-100.03672,SD
DEJUAN STRICKLAND,2001,200.0,D,44.7912,-99.76088,SD
BIEBER FARMS,2001,200.0,D,44.74021,-99.75071,SD
PETERSON,2001,100.0,D,45.03133,-102.35962,SD
DEL PUERTO               ,2001,400.0,E,37.42694444,-121.34194444,CA
STARLING                 ,2001,150.0,D,37.78805555,-121.57694444,CA
GRUEB,2001,3600.0,F,45.01677,-102.62373,SD
JACQUOT,2001,160.0,D,43.29855,-101.51841,SD
GRASS,2001,1000.0,F,43.35295,-101.38491,SD
ED HOFER,2001,100.0,D,45.48994,-98.44854,SD
MARK JOHNSON,2001,300.0,E,45.54343,-97.78903,SD
MANSFIELD BROSS,2001,900.0,E,43.28067,-101.70204,SD
HARLAN KRAUSE,2001,350.0,E,45.5641,-99.84275,SD
BEAR BUTTE FARMS,2001,800.0,E,44.56815,-103.0138,SD
BUS                      ,2001,242.0,D,39.015,-123.22305555,CA
DOUBLEUP,2001,1120.0,F,48.4833,-108.5174,MT
LNU HOUGH,2001,150.0,D,39.1632,-122.6428,CA
BROXTON,2001,120.0,D,34.9853,-98.4137,OK
